Partido_Politico,Texto
CREO,"En el 2021, queremos lo mejor para ti, para tu familia, tu ciudad, provincia y para todo Ecuador.  Somos CREO 21 y en el 2021 seremos el cambio.  Te deseamos un mejor año lleno de oportunidades nuevas y grandes logros.  #ElAñoDelCambio #LassoPresidente2021 #CapacidadParaCambiar https://t.co/83rz4i1U7c"
CREO,En 2021 se viene un Ecuador de oportunidades  ¡Vamos con #CapacidadParaCambiar!   #LassoPresidente2021 #ElAñoDelCAMBIO https://t.co/KCUXOY8zkf
CREO,"Les compartimos este mensaje de Mario Vargas Llosa, premio Nobel de Literatura  #CREO21 #capacidadparacambiar https://t.co/QF0EeMB0Uz"
CREO,"#COMUNICADO  A nuestros Candidatos, Presidentes Amigos y Adherentes https://t.co/ZepdZxlZJy"
CREO,A todos nos une esta lucha por un Ecuador de oportunidades.  #CapacidadParaCambiar https://t.co/MDVMMt3iUO
CREO,"Sabemos que son tiempos difíciles, pero la unión nos permitirá salir adelante.   Que en esta navidad reine la armonía, el respeto y el regalo de la vida sea el bien más valorado.   Todos quienes conformamos el movimiento CREO 21 les deseamos una feliz navidad https://t.co/PstlUAYbZ2"
CREO,A nuestros amigos y adherentes les deseamos una ¡Feliz Navidad!   Que nuestro mayor deseo de Navidad sea lograr un Ecuador de Cambio para todos los ecuatorianos y un mejor futuro para nuestros hijos y familia.  #CREO21 #CapacidadParaCambiar https://t.co/2E76EVrgML
CREO,Mensaje de Médicos colaboradores sobre el Covid-19 https://t.co/4UG2tlnSM0 a través de @FacebookWatch
CREO,Lucharemos contra el hambre   #CapacidadParaCambiar https://t.co/aogXg6JTXQ
CREO,"En cada rincón donde hay un migrante, hay una parte de Ecuador   #DiaInternacionalDelMigrante #CapacidadParaCambiar https://t.co/vFJ6Eh71yA"
CREO,"Este año nos ha enseñado que somos guerreros. No nos rendimos ante la adversidad porque queremos ver un futuro para nuestras familias. El 2020 nos quitó mucho, pero nos hizo más fuertes, más capaces.   La familia Lasso Alcívar les desea una feliz navidad y un próspero año 2021. https://t.co/86u4nHKIdv"
CREO,"Nuestra propuesta es clara, EMPLEO, EMPLEO Y MÁS EMPLEO, para las familias ecuatorianas  #CREO21 #CapacidadParaCambiar https://t.co/tcviUWaXqY"
CREO,¡Esmeraldas! ¡Se viene el cambio! Junto a .@RinaCampainB candidata a la Asamblea por CREO 21 recorrimos tus calles.   Gracias por su apoyo. Con tu voto vendrá un mejor futuro para todos.  @LassoGuillermo #CREO21 #CapacidadParaCambiar https://t.co/oRBJFzpCJ5
CREO,"¡Gracias por apoyarnos Tungurahua!  Son más de 600.00 ecuatorianos que quieren un cambio en sus vidas para mejora de su familia, economía, salud, emprendimiento y más  Este 7 de febrero contamos con tu voto. Vota todo CREO21  .@LassoGuillermo @FerGavilaness #CapacidadParaCambiar https://t.co/S2v6ktIjo9"
CREO,"Visitamos Durán junto a .@guido_chiriboga , presidente cantonal por CREO 21 junto a Guillermo Lasso.   Gracias por el apoyo, el cambio se viene en el 2021. Vota todo CREO 21.   #CapacidadParaCambiar #CREO21 https://t.co/owr7hTGWAd"
CREO,¡Esmeraldas presente! Este 2021 es de la 21  #CapacidadParaCambiar #creo21 https://t.co/Tb06sR0SVM
CREO,"¡Gracias por todo el apoyo Tungurahua!  Junto a .@FerGavilaness , candidato a la Asamblea, trabajaremos hombro con hombro por su provincia.   Contamos con tu voto el 7 de febrero y recuerda que en el 2021, vota todo por CREO 21.   #CREO21 #capacidadparacambiar https://t.co/2Ne4OmZUPK"
CREO,"“Como jóvenes estamos comprometidos con el medio ambiente por ello nuestro compromiso es de actuar y no solo  hablar"", indicó el candidato mientras levantaban la basura que existe en la orilla del estero. https://t.co/tBpIWKARkM"
CREO,"Los candidatos a la Asamblea por Pastaza, Tatiana Mera y Fabián Campaña, llevaron las propuestas de Lasso hasta la nacionalidad Shuar. https://t.co/UBzGfTrZHN"
CREO,"El candidato a la Asamblea, Francisco Vera, realizó un recorrido puerta a puerta por los barrios de Machala. https://t.co/zdfCoDCFK7"
CREO,Todo nuevo año viene cargado de nuevas posibilidades  #CapacidadParaCambiar https://t.co/1uW50REwbS
CREO,¡Viva Quito en sus 486 años de fundación! https://t.co/GlEWrvnK0n
CREO,"Con una buena administración, salvamos 450 puestos de trabajo https://t.co/i283dFZ6y8"
CREO,"Voto por el cambio, voto por la experiencia, voto por más empleo. Mi primer voto es por Lasso  #MiPrimerVotoEsla21 https://t.co/YUNEv1m9XA"
CREO,Yo CREO mi primer voto  #MiPrimerVotoEsla21 https://t.co/H9ffnJG9Ij
CREO,Mi primer voto: por un Ecuador más saludable  #MiPrimerVotoEsla21 https://t.co/lX4ClIf1Km
CREO,"Mi primer voto: empleo, empleo y más empleo   #MiPrimerVotoEsla21 https://t.co/jcihKn9EqM"
CREO,"El 7 de febrero es mi primer voto, voto por la capacidad para el cambio   #MiPrimerVotoEsla21 https://t.co/SQs9oW6azR"
CREO,Con mi primer voto decido el cambio   #MiPrimerVotoEsla21 https://t.co/XVu9LaL3n3
CREO,Mi primer voto es por el Gobierno del cambio   #MiPrimerVotoEsla21 https://t.co/DJUA1XKP1A
CREO,Mi primer voto es por la capacidad para cambiar   #MiPrimerVotoEsla21 https://t.co/CWAeqyQOtf
CREO,En este 7 de Febrero mi primer voto es por la 21   #MiPrimerVotoEs21 https://t.co/NswBP8lNSG
CREO,¡Mi primer voto es contra la corrupción!  #MiPrimerVotoEs21 https://t.co/u9G1QoP8eI
CREO,"Yo CREO en mi futuro, CREO en el Cambio   #MiPrimerVotoEs21 https://t.co/VBR7dp1b6y"
CREO,Mi primer voto es 21   Por un mejor futuro para todos los jóvenes https://t.co/wxJ6wrBCPN
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/upPmEgaicC
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/SuRpYDPynt
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/FjrsUeTwgp
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/1ZDOrUunlD
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/II5SoVLmEj
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/vDwed0odbA
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/NBH2qEyFJt
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/Nd2gslVp37
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/W6C28acVCE
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/OhzhzzVAuN
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/63eo9QByoa
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/ad6C4UcRHs
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/ij36LHsoEI
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/J0mXt91vyh
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/JpegtWY6EH
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/nPd1ebE4M8
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/uHzTwtM5GB
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/YlSNdCGbDh
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/5EnqyOKKDz
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/QPOKeqFpw0
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/pRkF9bkgTv
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/5mvyjpsQND
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/KZ3htYqPiB
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/juIUARN7MM
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/kYkxEpnCY2
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/Z2C0ghuqA3
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/ZZuVVahS1s
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/NDWcho21NG
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/GDf0sIMM9X
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/ckNq819Jj5
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/PQhooxPjjE
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/kihuif9u9w
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/yaurTCeq0m
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/mmWXvo7pSB
CREO,#CreandoElCAMBIO #ElAñoDeLa21 https://t.co/V2cJh0RnZ3
CREO,"El gobierno del cambio abrirá la economía para que haya más inversión, nacional y extranjera. Más inversión es más empleo. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,"Los ecuatorianos confirmamos que necesitamos un cambio urgente y con nuestro voto podemos lograrlos, porque cada ecuatoriano merece una vida digna. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,"Por un Ecuador en el que tu familia se sienta segura, con una economía estable y un servicio médico gratuito y de calidad al alcance de todos. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,Encabezamos el mejor proyecto que dará como resultado un Ecuador próspero para todos los ciudadanos. #CreandoElCAMBIO #ElAñoDeLa21
CREO,"Estamos comprometidos a luchar para que el pueblo ecuatoriano reciba agua potable, pues es un derecho humano indispensable para vivir dignamente. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,Se acaba la corrupción. El Gobierno del Cambio trabajará para eliminar la corrupción. #CreandoElCAMBIO #ElAñoDeLa21
CREO,Fortaleceremos todas las instituciones llamadas a proteger la seguridad y la integridad de cada uno de los ecuatorianos. ¡Más seguridad en el país! #CreandoElCAMBIO #ElAñoDeLa21
CREO,Vamos a transformar el Sistema de Salud para que cada uno de los ecuatorianos tenga un servicio de calidad. #CreandoElCAMBIO #ElAñoDeLa21
CREO,"El gobierno del Cambio se comprometerá a ayudarte para que puedas dejarles un mejor futuro a tus hijos. Con más y mejores empleos, la economía de las familias se verá beneficiada. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,Los emprendedores son el motor de la economía del Ecuador. Por lo que necesitan contar con el apoyo del Estado para hacer realidad cada uno de sus objetivos. #CreandoElCAMBIO #ElAñoDeLa21
CREO,Las y los jóvenes necesitan empleo. Con el Gobierno del Cambio se impulsarán más oportunidades de empleo. #CreandoElCAMBIO #ElAñoDeLa21
CREO,Nuestro gobierno planea una nueva forma de trabajar para crear soluciones para las personas que más lo necesitan. #CreandoElCAMBIO #ElAñoDeLa21
CREO,Vota por un cambio que permita la creación de empleos para todas y todos los ecuatorianos. #CreandoElCAMBIO #ElAñoDeLa21
CREO,"Este 7 de febrero, con tu voto creas el cambio que necesita Ecuador. #CreandoElCAMBIO #ElAñoDeLa21"
CREO,"No dejemos que nadie más escriba nuestro futuro. ESTE 7 DE FEBRERO CON TU VOTO EMPIEZA EL CAMBIO.  Incentivemos a todos a votar de manera segura pero sobre todo responsable.  ¡Comparte para llegar al mayor número de personas! Juntos, tenemos la CAPACIDAD PARA CAMBIAR EL ECUADOR. https://t.co/M6Lct8vj2f"
CREO,¡Los hinchas del cambio! #LaBarraDelEmpleo https://t.co/uERQRBkTAS
CREO,"¡Este es la baile por el CAMBIO! La alegría de los ecuatorianos no se detiene porque #la21enel21 traerá el cambio que soñamos.   Únete, graba tu video y súbelo con el hashtag #ElBaileDeLa21 #jerusalemadancechallenge #Jerusalema https://t.co/jdvTmVAymQ"
CREO,Todo 21 en el año 21. #FuerzaCREO #La21conelCambio https://t.co/TzSkly744o
CREO,#FuerzaCREO #La21conelCambio https://t.co/f67xh6lq41
CREO,#FuerzaCREO #La21conelCambio https://t.co/zMYf9SVUgD
CREO,#FuerzaCREO #La21conelCambio https://t.co/Gz5iCH6dG2
CREO,#FuerzaCREO #La21conelCambio https://t.co/Emft7V0kmr
CREO,#FuerzaCREO #La21conelCambio https://t.co/O9bkDcjU2c
CREO,#FuerzaCREO #La21conelCambio https://t.co/lPxGw8spgZ
CREO,#FuerzaCREO #La21conelCambio https://t.co/wzGo6h57dn
CREO,#FuerzaCREO #La21conelCambio https://t.co/vS8yTOtst0
CREO,#FuerzaCREO #La21conelCambio https://t.co/5m9zOsLc54
CREO,#FuerzaCREO #La21conelCambio https://t.co/XtEvXeGn04
CREO,#FuerzaCREO #La21conelCambio https://t.co/5j4NODs1l5
CREO,#FuerzaCREO #La21conelCambio https://t.co/hQMdBkqK85
CREO,#FuerzaCREO #La21conelCambio https://t.co/NqNSdNP4uy
CREO,#FuerzaCREO #La21conelCambio https://t.co/0plO8X8hJR
CREO,El Ecuador pide Cambio! #FuerzaCREO #La21conelCambio https://t.co/s87b5zQCLo
CREO,#FuerzaCREO #La21conelCambio https://t.co/VljvWJtCv2
CREO,"Si prosperidad quieres, votar por El Cambio debes #FuerzaCREO #La21conelCambio https://t.co/nk9ZwFDKBv"
CREO,Más Ecuador en el mundo y más mundo en el Ecuador es la fórmula de la prosperidad #FuerzaCREO #La21conelCambio https://t.co/HxiOqPVC7L
CREO,El agro contará con el apoyo del Gobierno del Cambio #FuerzaCREO #La21conelCambio https://t.co/2gFv2hXTPe
CREO,El único que tiene la #CapacidadParaCambiar el Ecuador y llevarlo hacia días mejores es @LassoGuillermo y su equipo #FuerzaCREO #La21conelCambio https://t.co/cQKLybqu3B
CREO,"La corrupción nos ha costado vidas, nos merecemos un Gobierno eficiente y transparente #FuerzaCREO #La21conelCambio https://t.co/xIEBcsUV6H"
CREO,Los Jóvenes necesitamos trabajar queremos más oportunidades #FuerzaCREO #La21conelCambio https://t.co/WOhcqdqPXE
CREO,Un empleo mejora nuestras vidas #FuerzaCREO #La21conelCambio https://t.co/g1DuJOKJH1
CREO,El Ecuador necesita un cambio hacia la prosperidad #FuerzaCREO #La21conelCambio https://t.co/XB7YjdkkCR
CREO,Los ecuatorianos nos merecemos sentirnos seguros en las calles.  #FuerzaCREO #La21conelCambio https://t.co/r5gvnqWMn1
CREO,Salud gratuita y de calidad para todos los ecuatorianos  #FuerzaCREO #La21conelCambio https://t.co/jzykbTUXFC
CREO,"Los jóvenes queremos más oportunidades, queremos empleo.  #FuerzaCREO #La21conelCambio https://t.co/nMRg9jPqCt"
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/g7M3eeEcoU
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/8POK5TyArE
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/YOSuqg03Il
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/KGVWZHTDBD
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/4zaIh8TIIt
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/G6g03e7wbb
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/KMgWEjVbve
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/ih1Wb5bzEw
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/XWlKsmUY2t
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/Ux7S6WMamu
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/F7C7ChDWjE
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/QPTdfpzxDG
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/V3Hikw7IXe
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/VXiZbfJasU
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/ux7Rqr6ERM
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/q7YCC3mS3c
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/UgnDQq1OIV
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/boviaNwNlK
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/61M1JqL4Bx
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/ONywEoD64W
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/0EEFXpKvrs
CREO,Con la digitalización de trámites se podrá evitar que intermediarios puedan efectuar actos de corrupción.   #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/wJWYL7iYnc
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/01B0DmdU4D
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/q2Hu6k6qrD
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/4SbX62kyrD
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/yFWZlZMOV6
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/FV1UzW8N1u
CREO,Recuperaremos los bienes que la corrupción le ha quitado al Ecuador. El dinero es de los ecuatorianos.    #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/zWIMpVdtSW
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/0UIUmXOQJI
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/8lmxMR8Dk9
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/OFjgFSCAYH
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/3h3eBYnFes
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/k9QlIJ9gJu
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/EEuNbS9q84
CREO,#PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/0ShEQb6DbO
CREO,Se fomentarán los trámites digitales para eliminar la corrupción ocasionada por intermediarios.  #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/eq5eZ4rXVw
CREO,"Con apoyo internacional, se creará una comisión internacional que persiga y acabe con los actos de corrupción. Tendremos el respaldo de la ONU y la OEA.   #PropuestasDeLasso  #LassoEsElCambio #LassoEsLaOpción https://t.co/hEd1RzJjFR"
